N,P,K,temperature,humidity,ph,rainfall,Total_Nutrients,Temperature_Humidity,Log_Rainfall,Label,Label_Encoded
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,162,2723.818605,5.454057979,strawberries,17
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,161,2936.809117,4.168562769,strawberries,17
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,183,3380.237482,4.957049497,strawberries,17
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,163,3512.936982,5.156055437,strawberries,17
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,157,3599.596548,4.365842231,strawberries,17
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,141,2965.324894,4.380160582,strawberries,17
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,166,2556.943148,5.01668864,strawberries,17
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,165,3569.678794,4.671745567,strawberries,17
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,144,3077.599615,3.952598207,strawberries,17
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,170,3551.948872,4.152987154,strawberries,17
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,177,4019.904804,4.714582543,strawberries,17
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,151,2502.700812,5.478557082,strawberries,17
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,124,3789.669272,4.896289035,strawberries,17
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,145,2120.048238,5.334648914,strawberries,17
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,152,3026.791079,5.520897954,strawberries,17
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,141,3209.802335,4.853989107,strawberries,17
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,163,3700.611119,4.803621347,strawberries,17
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,170,3620.421063,4.818367358,strawberries,17
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,149,3580.281195,4.181253641,strawberries,17
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,153,2575.506763,3.722109456,strawberries,17
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,156,3754.621668,5.351231592,strawberries,17
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,161,2384.828878,4.102539786,strawberries,17
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,144,2625.095206,4.777611348,strawberries,17
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,159,3104.288248,4.60056437,strawberries,17
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,145,3143.284349,5.209632628,strawberries,17
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,178,2865.477154,5.33789144,strawberries,17
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,154,3829.204432,4.329110788,strawberries,17
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,145,2232.57522,5.390121036,strawberries,17
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,141,2584.164159,5.194467269,strawberries,17
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,159,2276.789896,5.217600411,strawberries,17
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,193,4054.760607,4.379648358,strawberries,17
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,173,4066.575905,4.652278611,strawberries,17
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,169,3909.428496,5.116443493,strawberries,17
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,149,3083.389822,4.926004384,strawberries,17
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,148,2905.864023,3.908779871,strawberries,17
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,147,3729.37164,5.299864385,strawberries,17
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,136,4039.659081,5.372544975,strawberries,17
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,155,2736.746224,4.169574879,strawberries,17
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,136,4045.365026,5.360601345,strawberries,17
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,126,2744.158289,5.349050074,strawberries,17
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,130,3750.13571,5.206901384,strawberries,17
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,153,2387.749335,4.587651288,strawberries,17
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,154,3217.086184,5.105381294,strawberries,17
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,169,2253.93425,4.164383362,strawberries,17
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,148,2813.218726,4.007673556,strawberries,17
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,178,2911.774673,4.385421064,strawberries,17
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,136,3914.507795,5.510850129,strawberries,17
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,143,2180.118506,5.448956099,strawberries,17
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,155,2335.631448,4.913900084,strawberries,17
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,170,4047.787204,4.751675178,strawberries,17
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,168,2434.973506,4.981313889,strawberries,17
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,187,2832.922409,4.343194196,strawberries,17
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,165,2670.522793,4.760603417,strawberries,17
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,151,3038.098973,4.28685838,strawberries,17
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,171,4073.159566,3.751517542,strawberries,17
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,152,2720.097166,4.333954723,strawberries,17
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,182,2217.832747,4.483385979,strawberries,17
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,173,3328.862645,4.958205331,strawberries,17
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,188,2617.794544,4.428798225,strawberries,17
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,184,3258.180573,5.016278149,strawberries,17
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,149,2103.432003,5.091841689,strawberries,17
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,158,3052.346693,4.490096841,strawberries,17
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,173,3388.43409,5.155288702,strawberries,17
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,136,3669.337886,5.389720592,strawberries,17
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,157,3021.49996,4.551709119,strawberries,17
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,156,3573.538817,5.353153666,strawberries,17
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,148,3868.301482,5.463181641,strawberries,17
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,189,2379.366238,3.988146272,strawberries,17
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,139,3458.090145,5.079276256,strawberries,17
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,138,2758.099885,4.153982114,strawberries,17
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,157,2358.050931,5.167076114,strawberries,17
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,161,2412.104941,5.492321284,strawberries,17
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,155,3098.989537,5.486784966,strawberries,17
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,159,2618.01506,4.850521211,strawberries,17
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,184,3607.202271,4.533875815,strawberries,17
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,163,3040.828496,5.461696616,strawberries,17
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,151,2964.783626,3.859524589,strawberries,17
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,176,2480.493158,4.151148511,strawberries,17
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,163,2227.115156,4.69510518,strawberries,17
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,166,3589.957257,5.389486627,strawberries,17
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,172,3429.868422,4.657970011,strawberries,17
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,160,2441.005674,5.487640977,strawberries,17
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,192,2903.387589,4.021384941,strawberries,17
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,156,3783.675187,5.011434967,strawberries,17
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,154,3534.060063,4.637354888,strawberries,17
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,151,3765.743699,5.483728958,strawberries,17
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,170,3399.649606,5.244484757,strawberries,17
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,156,2095.82125,5.34393965,strawberries,17
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,77,2485.204127,5.418720817,apples,18
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,88,2415.656191,5.417524614,apples,18
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,74,2690.591386,5.024381645,apples,18
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,58,2291.073059,5.197529129,apples,18
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,63,2769.949662,5.207813872,apples,18
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,50,2782.912479,5.224468705,apples,18
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,75,2539.390742,5.023553252,apples,18
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,67,2350.206188,5.003200386,apples,18
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,90,2418.940679,5.191909678,apples,18
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,67,2815.46763,5.250550137,apples,18
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,60,2610.843559,4.987308264,apples,18
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,69,2740.683707,5.297434408,apples,18
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,67,2605.091104,4.979028566,apples,18
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,85,2745.548081,5.068383021,apples,18
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,68,2620.653926,5.37952634,apples,18
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,52,2584.054099,5.326519213,apples,18
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,77,2495.558264,5.302277687,apples,18
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,58,2423.827238,5.153603968,apples,18
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,62,2663.668685,5.389097169,apples,18
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,63,2659.709776,5.064105634,apples,18
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,70,2627.076156,5.151889193,apples,18
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,62,2530.676976,5.156070182,apples,18
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,35,2591.496691,5.060524887,apples,18
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,77,2639.120582,5.330524654,apples,18
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,47,2727.475785,5.017611114,apples,18
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,89,2546.474258,5.151128736,apples,18
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,95,2744.150132,4.969398792,apples,18
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,42,2773.119126,5.192754306,apples,18
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,60,2861.15072,5.35112516,apples,18
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,82,2624.28522,5.012256311,apples,18
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,51,2693.142765,4.891469685,apples,18
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,74,2339.265126,4.91149176,apples,18
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,82,2455.542512,5.277615625,apples,18
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,47,2648.171206,5.152978227,apples,18
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,62,2705.903623,5.32768376,apples,18
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,89,2598.826384,5.085932601,apples,18
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,71,2740.506434,5.391462409,apples,18
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,74,2490.729194,5.389438717,apples,18
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,86,2594.971737,5.342899346,apples,18
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,70,2713.698722,5.274588179,apples,18
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,78,2657.508252,4.986460345,apples,18
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,74,2784.886261,5.083820208,apples,18
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,60,2684.23548,5.061107106,apples,18
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,95,2390.639944,5.116850752,apples,18
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,68,2722.484341,5.266660832,apples,18
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,75,2605.29075,5.018611491,apples,18
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,87,2609.261719,4.981042857,apples,18
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,54,2400.803243,5.169327548,apples,18
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,75,2793.941029,5.357767778,apples,18
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,83,2465.146,5.419209764,apples,18
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,62,2539.115438,4.915728262,apples,18
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,66,2552.015085,5.098910322,apples,18
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,63,2438.409004,4.884657332,apples,18
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,85,2746.738996,4.984005937,apples,18
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,97,2504.688347,5.302696964,apples,18
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,65,2464.697656,5.372556593,apples,18
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,61,2616.795977,4.989955558,apples,18
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,61,2760.094651,5.15127592,apples,18
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,74,2732.157132,4.884403796,apples,18
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,79,2756.233097,5.410766259,apples,18
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,76,2318.166475,5.067388983,apples,18
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,95,2506.637095,4.958092501,apples,18
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,74,2635.719984,5.330649198,apples,18
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,43,2662.926041,4.883483566,apples,18
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,48,2730.31069,5.312347795,apples,18
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,75,2873.982351,5.417884003,apples,18
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,80,2580.862387,5.257530205,apples,18
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,56,2841.166025,5.376189121,apples,18
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,60,2341.231719,5.365357254,apples,18
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,74,2413.719415,5.124244295,apples,18
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,71,2551.150542,4.963844133,apples,18
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,42,2586.594635,4.998348425,apples,18
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,88,2630.130385,5.009566973,apples,18
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,64,2389.2864,4.906222232,apples,18
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,57,2382.25957,5.267361286,apples,18
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,69,2476.471423,5.259054654,apples,18
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,63,2733.5256,4.911455894,apples,18
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,77,2521.073884,4.973511128,apples,18
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,50,2408.487979,5.191454459,apples,18
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,67,2458.375513,4.977816679,apples,18
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,99,2699.896979,5.211932531,apples,18
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,79,2702.550938,5.419789469,apples,18
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,77,2827.758256,5.005960177,apples,18
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,72,2438.599013,5.280211961,apples,18
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,62,2464.965607,5.349676105,apples,18
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,68,2484.029748,5.111495031,apples,18
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,56,2842.229403,5.370177932,apples,18
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,65,2519.484961,4.885365252,apples,18
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,66,2407.060475,4.913590103,apples,18
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,91,2755.322337,5.16835473,apples,18
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,70,2711.162456,5.043825824,apples,18
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,72,2552.968275,5.116944599,apples,18
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,47,2687.516088,5.42332917,apples,18
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,65,2634.12219,5.246630354,apples,18
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,65,2599.625408,5.403694058,apples,18
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,63,2726.532561,5.322660507,apples,18
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,87,2691.544241,5.261509745,apples,18
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,70,2472.220504,5.01211437,apples,18
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,76,2420.632766,5.033204491,apples,18
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,74,2660.908702,5.12140886,apples,18
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,204,1932.595886,4.51963665,potatoes,19
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,192,1959.98653,4.280766184,potatoes,19
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,169,1844.801891,4.519134704,potatoes,19
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,203,1882.017892,4.508224215,potatoes,19
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,187,2121.130691,4.493525401,potatoes,19
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,195,2018.432667,4.376824928,potatoes,19
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,174,2013.629886,4.57806627,potatoes,19
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,188,1826.104563,4.17792357,potatoes,19
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,184,1871.826521,4.297258315,potatoes,19
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,211,1945.227493,4.289720556,potatoes,19
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,177,1929.010957,4.288276337,potatoes,19
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,199,1965.4282,4.392141331,potatoes,19
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,193,1832.368871,4.261490926,potatoes,19
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,172,2095.07162,4.50865336,potatoes,19
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,176,2067.715593,4.521173441,potatoes,19
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,184,2014.252046,4.174840918,potatoes,19
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,194,1919.021224,4.474638624,potatoes,19
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,164,1839.14231,4.249645541,potatoes,19
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,186,1955.078361,4.466644844,potatoes,19
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,188,2002.825623,4.501129035,potatoes,19
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,181,1933.183875,4.608853233,potatoes,19
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,177,2088.962782,4.376963315,potatoes,19
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,173,1865.759093,4.465995319,potatoes,19
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,163,1895.829354,4.548239513,potatoes,19
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,185,2057.908491,4.564547461,potatoes,19
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,188,1817.20409,4.483454986,potatoes,19
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,167,1880.849856,4.412742951,potatoes,19
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,202,2039.245153,4.220384078,potatoes,19
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,189,2107.330867,4.472269195,potatoes,19
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,163,1765.924818,4.183795829,potatoes,19
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,186,1809.619993,4.286048453,potatoes,19
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,180,1945.007938,4.389109773,potatoes,19
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,202,2040.540501,4.398901816,potatoes,19
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,170,1978.700797,4.585996238,potatoes,19
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,199,1998.469427,4.494738961,potatoes,19
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,179,2148.019785,4.499170076,potatoes,19
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,176,1748.46728,4.515488793,potatoes,19
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,170,1847.152065,4.406250519,potatoes,19
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,183,1869.882258,4.450053073,potatoes,19
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,186,1864.726517,4.140429504,potatoes,19
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,171,2062.656322,4.190030228,potatoes,19
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,195,1968.203357,4.51543087,potatoes,19
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,162,2055.702949,4.407438779,potatoes,19
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,208,2088.524336,4.614437196,potatoes,19
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,182,1898.099907,4.531764164,potatoes,19
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,174,1748.41709,4.332523478,potatoes,19
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,188,1806.421928,4.51584397,potatoes,19
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,170,1789.439427,4.379799106,potatoes,19
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,179,2030.025152,4.394942345,potatoes,19
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,176,2021.095109,4.44996784,potatoes,19
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,197,1751.757585,4.363757811,potatoes,19
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,160,1712.07533,4.475630666,potatoes,19
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,189,1741.098934,4.271883073,potatoes,19
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,164,1913.795907,4.15326958,potatoes,19
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,187,1890.139249,4.211881538,potatoes,19
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,174,1918.723749,4.52870975,potatoes,19
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,209,1788.795405,4.444125081,potatoes,19
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,196,1972.583484,4.601208085,potatoes,19
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,187,1729.235482,4.2206868,potatoes,19
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,177,2071.968207,4.56877857,potatoes,19
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,208,2071.062701,4.436341101,potatoes,19
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,168,1828.559369,4.197874776,potatoes,19
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,188,1934.04743,4.5260814,potatoes,19
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,186,2001.37902,4.207587944,potatoes,19
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,178,1835.006902,4.121535145,potatoes,19
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,208,2068.569602,4.548710165,potatoes,19
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,204,1692.311125,4.268375963,potatoes,19
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,204,1835.468887,4.345504062,potatoes,19
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,163,1943.967771,4.15125857,potatoes,19
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,165,1974.704928,4.208648353,potatoes,19
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,203,1854.429051,4.142281355,potatoes,19
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,164,1972.458742,4.301751894,potatoes,19
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,172,1816.220958,4.495064597,potatoes,19
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,183,1806.803196,4.61267557,potatoes,19
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,196,1828.927952,4.511664307,potatoes,19
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,208,1997.973217,4.276299149,potatoes,19
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,181,2076.867643,4.35524397,potatoes,19
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,176,2128.815152,4.319375537,potatoes,19
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,200,2043.656608,4.609118098,potatoes,19
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,197,1996.574871,4.123846057,potatoes,19
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,179,1761.792213,4.517951955,potatoes,19
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,193,1804.070116,4.395839807,potatoes,19
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,185,1746.855704,4.592753479,potatoes,19
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,189,1920.887585,4.457245801,potatoes,19
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,171,1934.199312,4.548616084,potatoes,19
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,188,1989.110547,4.376824186,potatoes,19
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,185,1829.244813,4.220457221,potatoes,19
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,185,1938.349001,4.252935877,potatoes,19
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,184,2175.754779,4.357147352,potatoes,19
